name,ratings,date,helpful,comment,developer_comment
Dead End,Rated 1 stars out of five stars,13-Dec-20,2,"Trash, pointless, fear-mongering nonsense. Put your money towards helping all of the small businesses you are killing instead of monitoring your residents.",
Solo Ripper,Rated 1 stars out of five stars,16-Oct-20,5,Doesn't do anything.,
Tianna Gonzales,Rated 1 stars out of five stars,3-Jan-21,4,This world is becoming more and more like Nazi Germany everyday. Hebrews 10:25,
Ackeem Duggan,Rated 1 stars out of five stars,3-Oct-20,24,Not for me,
J. D'Amico,Rated 1 stars out of five stars,28-Dec-20,2,Totally useless app.,
cool king,Rated 1 stars out of five stars,4-Apr-21,0,TAKE THIS FAKE GARBIGE OFF THE STORE OK LOOK ITS STUPID ITS JUST FAKE IT SAID MY FREIND WAS EXSPOSED TO A PARSON IN HER SCHOOL BUT THAT PARSON WAS NEVER THIRE AT ALLL I HATE IM GOIMG TO ROST YOU OK... HERE I GO... TAKE THIS APP TO THE TRASH I WAS DONE WITH IT YESTERDSY,
Torchera Anderson,Rated 1 stars out of five stars,16-May-21,0,Ygy a jmj guys IN A TO A TO A fry frozen pizza with My rtttgggggytmtgggggbhnhhbbbnhjhnghhhhhgg Yolmm,
Jay Steinhardt,Rated 1 stars out of five stars,1-Dec-20,1,I live in assisted living. I was a medical social worker& follow protocal in retirement.,
Lipa D.,Rated 1 stars out of five stars,20-May-21,1,Biden is not my president,
Roger Bultot,Rated 1 stars out of five stars,16-Oct-20,2,Completely confused as to what this app is supposed to do.,
Nick Ger,Rated 1 stars out of five stars,19-Oct-20,5,Never download this Spyware,
Angie Sanchez,Rated 1 stars out of five stars,12-Oct-20,1,Don't work in the subway the most important place to check covid-19 positive people,
thomas severini,Rated 1 stars out of five stars,2-Oct-20,47,"God you people are DUMB....LOL, 1st thing I did was go around people I knew who were positive for covid, This app didn't do anything...🤣🤣🤣🤣🤣🤣🤣 you liberal idiots.... and no...I didn't catch it either....",
Sarah Sevier,Rated 2 stars out of five stars,3-Mar-21,55,Randomly popped up with a notification even though I'd never had it installed. Basically tricked me into installing based on the assumption that it was trying to warn me of a potential exposure.,
Marta Sowray,Rated 2 stars out of five stars,12-Mar-21,5,i dont understand why i cant change my country .When i opened the app it said that im in New York and that a have to choose where i live in new york and then when i tried to change there was only the option not in new york state. I want to know the cases in My country Bulgaria not in America rn.,
Tamara Thomas,Rated 2 stars out of five stars,23-Mar-21,2,"Kind of useless. Relies too much on self reporting, which doesn't tell me anything about my risk of exposure from others. If users who are diagnosed with COVID-19 don't self report, the need for this app becomes null. Also, if they don't have location services on, that also doesn't help at all.",
Ken Richner,Rated 2 stars out of five stars,22-Apr-21,1,Useless when you live in PA on the NY border and your shopping is in NY the app won't let you use it if you also have the PA app loged in? I have to remember to log out of PA to log into NY when I drive into NY it's only 5 miles to the NY border I live in a very remote area of PA nothing here but I do drive into town to a Walmart 25 miles away from me in PA these apps are useless to those living on the state borders!,
Hanzo Garushia,Rated 2 stars out of five stars,4-Mar-21,2,"The App appears to have the right concept, but when it comes to what people want to use it for it irrelevant. If I use it I want it to tell me if my working location is safe, not to find out that it's only collecting information. To many cases are showing up around my job, and were finding out by people calling out. We need a tool that is more essential, with a Covid report button.",
Eric Ptak,Rated 2 stars out of five stars,18-Oct-20,9,"I like the idea of an app like this a lot. It's not that I go out in public often, and being notified of a possible exposure is good. However, on my Pixel 3XL, performance went into the toilet, and the battery drain was insane. Normally, I could listen to YouTube music while working out in my basement and only go down to 85-90% from a full charge. With this installed, it drops to 25-30% in an hour. It also caused recharge times to increase dramatically. Fix that issue, and I will reinstall.",
Ron Coyne,Rated 2 stars out of five stars,20-Oct-20,9,"IMO, this is something which should be done on a national platform, and incorporated into Google, so all smartphone users have this information. Instead, this app is quite large, not moveable to the SD card, and forces you to use Bluetooth more often than is wise... not only for battery life, but vulnerability issues. Also, the ""questionnaire"" of daily symptoms blows quite the dog whistle, flipping out over a stuffy nose, practically equating it with a positive COVID diagnosis. Too many bugs to be worked out for my liking... sorry. Uninstalled.",
Richard Hooker,Rated 2 stars out of five stars,3-Oct-20,187,"Not sure how good it is yet. But I know it sucks the life out if my better. As the Bluetooth searches for a device and is unable too, my Samsung S9+ last week before installing the app would get close to 20 hours on a charge, now after installing this app, I get about 8 hours on a charge and the phone is down to 18%.",
Ed S,Rated 2 stars out of five stars,7-Oct-20,32,Good but not enough. Data is several days behind. There should be a way to log in if you had a test and log the results. The symptoms tracker does not allow you to quantify symptoms like a runny nose.. what if I have hay fever? This app needs some serious refining to be worthwhile.,
NJ GB,Rated 2 stars out of five stars,7-Nov-20,1,concept is good. alas even with bluetooth on it didn't work. then again most of the people in my neighborhood refuse to get tested (I get tested) and/or aren't tech savvy so this app isn't useful for my neighborhood,
Michael Williams,Rated 2 stars out of five stars,8-Nov-20,11,"More work on the app is needed. Despite enabling Bluetooth, the app still ask for you to do so; then it hangs. Keep work on it.",
Anabelle Jimenez,Rated 2 stars out of five stars,11-Oct-20,100,"I'm worried as to its accuracy. I'm still waiting for my COVID-19 results, which I'm expecting since around September 24. I haven't felt sick, but given the high amount of asymptomatic carriers idk how reliable this app would be with so many people out on the streets without any knowledge of being infected due to irresponsible testing measures in the city. And yes, I've tried to call several times. No answer and they keep hanging up the phone.",
Peter M,Rated 2 stars out of five stars,5-Oct-20,7,I had to uninstall it because my phone was no longer able to connect to my Bose Soundlink mini II bluetooth speaker. I hope the next version fixes this since i believe that this alert app is a useful method of contact tracing.,
DJ S,Rated 2 stars out of five stars,3-Oct-20,28,"If the app has not been updated for proximity sensing to work on a Samsung Galaxy 10, then why did they make this available? What's the point of installing this when the main purpose doesn't work?",
Keith,Rated 2 stars out of five stars,13-Oct-20,4,I would like to keep this app installed but I think it was causing my phone a lot of issues. My phone kept forgetting bluetooth devices until I uninstalled this.,
Nassim Sabba,Rated 2 stars out of five stars,22-Nov-20,16,"Two stars because: It is a shame that only just over 100k people have downloaded this app in a city of 8.4 million and a state of 12 million. Given zero privacy issues detected or reported, this app should be suggested via text messages all the time. This is a public health problem everyone should help in all possible ways.",
Pam Schultz,Rated 2 stars out of five stars,5-Nov-20,4,"I loved this app, until yesterday when it stopped updating. The person info I have is now for 2 days ago. It's now worthless.",
Buck Town,Rated 2 stars out of five stars,11-Feb-21,3,"Come on Google play, the dems/big tech YOU successfully stole the election, covid is a thing of the past, get with the times! Don't you watch cnn?",
GoldenSkii Games,Rated 2 stars out of five stars,4-Oct-20,8,Not accurate. Plus everyone doesnt know but on your phone you can turn on the settings for covid19. Just look up how. Instead of downloading the app.,
Gray Ballinger,Rated 2 stars out of five stars,8-Nov-20,5,Does not give accurate numbers if total infected in some counties. Numbers are often misleading.,
Suzy Shad,Rated 2 stars out of five stars,11-Dec-20,5,The app is good but the contract tracers aren't using it.,
John D,Rated 2 stars out of five stars,16-Dec-20,1,"No one likes using it for personal health reason. It doesn't go off when needed, because of low membership.",
Arthur Schaffer,Rated 2 stars out of five stars,24-Jan-21,5,Useless control measure from NYS to you under false pretenses..,
Kerry Zorn,Rated 2 stars out of five stars,30-Oct-20,10,This app in no way lets u know if you have been in contact with covid,
Michele Real,Rated 3 stars out of five stars,7-Jun-21,3,"Didnt have any issues with app. I logged my symptoms or lack there of about every other day. I uninstalled the app due to the fact that it never did anything, minus the monthly alert to tell me I have the app. I got no notifications I was close to someone who had covid. Nothing to improve my daily life around covid or to try to protect me. Basically, it's just the state taking my info but providing nothing in return. Not a shock when it comes to NY.",
Kenneth Crosby,Rated 3 stars out of five stars,31-Mar-21,92,"I never had any issues with the app functionality but, it was not useful to me in any way. No alerts or information to help me stay informed or safe. It has not improved my life or proved to be a valuable tool during COVID-19 in any way.",
Jay Kay,Rated 3 stars out of five stars,11-Apr-21,32,"Could be good if more people used it. Unfortunately for my battery, I can't afford to have Bluetooth on all day so I pretty much can't use this app. Only when plugged I but I can't have it plugged in when I'm public so...",
J D,Rated 3 stars out of five stars,21-Feb-21,102,"I have it installed. With such an allegedly important tool that could save life's it really is discouraging that it only relies 9n Bluetooth. Even a ping of data could provide enough location for triangular based location. Uninstalling, scientific based precautions will help. Not on a COB Job cell phone app, and also this is a lesson for the people of NY also. Common sense and caution will benefit not this. C",
Helen Molina,Rated 3 stars out of five stars,22-May-21,0,Covid alert is a Great apt..,
Raoul Simon,Rated 3 stars out of five stars,13-Mar-21,7,A potential tool if used by more people and information is honestly shared otherwise the charts provide are informative.,
BL B,Rated 3 stars out of five stars,18-May-21,1,"Surprisingly useless. No issues with functionality. No one single alert, ever. I guess was lucky. Unintalling.",
Demetri Ingilis,Rated 3 stars out of five stars,15-Dec-20,186,"Just tested positive. Tried to send a notification to all codes I've come into contact with and app requires 6 digit code from a contact tracer. 1. So I'm going to sit here not being able to notify anyone until a contact tracer calls me? A day can mean the difference between life and death. 2. Give us the option to edit our symptoms today. I usually do it in the morning but developed a symptom this afternoon but it was too late, I had already submitted for the day.",
Kelsey Ballance,Rated 3 stars out of five stars,1-Jan-21,34,"The closeness sensing won't work if your phone is in battery saver mode (at least with my phone). If your Bluetooth + location are both on and you're still getting errors, try turning off battery saver/power saving mode.",
Cherokee Wilber,Rated 3 stars out of five stars,5-Jan-21,56,"All of these apps need to work together, not try to supercede each other. People who travel should not need to switch which app is doing sensing depending on which state they are in. If this is the fault of state health departments, they need to stop the bickering and all work together",
Monica,Rated 3 stars out of five stars,5-Jan-21,22,"I will say, recently in our area we've had an outbreak. The app was scanning daily to see if anyone in the vicinity had reported symptoms. This will only work if everyone down loads this and enters symptoms or lack thereof often.",
Gregory Eaton,Rated 3 stars out of five stars,3-Oct-20,466,"The idea behind this app is great. There is a running list of travel quarantine states in the NYS website, which this app does not include. It contains safety tips as well. It should also have a dark theme. The fact that Bluetooth needs to be on in order for the proximity alerts to work is not ideal. I feel this is an unnecessary security risk and that using cell tower triangulation is just as effective and requires less battery to operate.",
John Karahalis,Rated 3 stars out of five stars,17-Nov-20,335,"I installed this app 3 months ago and tested positive for the novel coronavirus 1 month ago. I was excited to warn nearby contacts of my status from the app, but doing so requires a secret 6-digit code and the contact tracer who was assigned to my case did not know what it was. I was so disappointed. My phone had collected 2 months of data about nearby contacts, but this information could not be used to save lives. I don't blame the contact tracer, but I hope this issue can be addressed.",
Dave L,Rated 3 stars out of five stars,9-Dec-20,192,I understand privacy but for this app to truly work.... work related we make house calls but ask a series of questions before we enter the home. They can easily lie and say no. It be nice that the GPS (Location) when on and at a house can notify you of a positive person in that household or residence or a location address. That information is out there vs relaying on someone else phone and hoping they have the app to talk.,
Mitch Enderby,Rated 3 stars out of five stars,3-Dec-20,98,"Could be more useful and informative. Details related to current current zone level and useful misc subjects should be added. User provided information to include self reporting of testing, type of testing, postive/false-positive/negative results, and self/state/organization/employer imposed quarantine. Application update/""whats new"" information needs to be detailed, rather than a general out of date blanket statement describing the application.",
Sandi Rosenbaum,Rated 3 stars out of five stars,2-Oct-20,71,"Kept telling me I need to turn on Bluetooth although every possible Bluetooth setting was already enabled.. The issue turned out to be that Location also needs to be on - doesn't say this anywhere - and also that Battery Saver was creating a problem. Finally, successful setup! Now to see how well it works.",
D T,Rated 3 stars out of five stars,4-Oct-20,44,"While I appreciate this app and it's goal, the symptom tracker needs some tweaking. One of my chronic health issues shares symptoms with COVID and therefore flags me as potentially having COVID. I've seen others in the reviews have this issue too. Maybe something can be done to fix this?","New York State Department of HealthOctober 6, 2020Thank you for your feedback. This is currently being looked into. The use of My Health Log is completely optional, and the feedback that the app provides upon logging of any symptoms is not a medical diagnosis of any kind."
Juliana Q,Rated 3 stars out of five stars,25-Oct-20,181,"I assume it does what it says it does, but it's also caused panic in a bunch of people I know because for example I put in fatigue this morning and it was like YOU MIGHT HAVE COVID. And that caused a panic attack. I'm going to keep it installed so that I can be notified and stuff, but I talked to my doctor and he agreed that I shouldn't look at it so that I don't have daily panic attacks over what's probably nothing.",
T B,Rated 3 stars out of five stars,28-Feb-21,1,"This app works if ""EVERYONE"" follow the procedure. And are truthful.",
L C,Rated 3 stars out of five stars,11-Oct-20,13,A suggestion. It would be nice to mark a designated location as no one is coming in or out so the app can take a break for purpose of saving phone battery.,
Stephanie Oddo,Rated 3 stars out of five stars,22-Oct-20,5,just installed it seems like it could be a good way to find out if your around people that have been infected but as long as everyone has the app installed and you have your Bluetooth on so you can be notified 🤷‍♀️,
Mike S,Rated 3 stars out of five stars,15-Nov-20,5,"Assume this app works, but haven't had any alerts. Also the symptoms are similar to common cold and allergies so that may cause alarm to people.",
Melissa Monroe,Rated 3 stars out of five stars,26-Dec-20,7,It's okay but I feel I get no notifications when I'm close to an area that is COVID popular region.,
ERA Triano,Rated 3 stars out of five stars,30-Oct-20,10,"Good probably, but SILLY. it asks how you're feeling, and when I checked the box for a runny nose it gave me a ""sorry you're not feeling well"" page, complete with ""could be COVID19"" warnings. Ridiculous.",
Haruko Ishikawa,Rated 3 stars out of five stars,3-Oct-20,13,Like the love alarm app but the opposite way around xD. Nice app tho to stay safe. Another difference than the love alarm is that this app won't bring people together. Love alarm a serie on Netflix. Just got the connection haha. But again nice app,
Suzanne Weiner,Rated 3 stars out of five stars,5-Nov-20,8,"Wish this had an ""I tested negative"" button for people with symptoms that turn out to be unrelated. Also, I suspect this gives a false sense of security--the main threat is people who don't take this seriously. Those people aren't using this app.",
Matt,Rated 3 stars out of five stars,8-Oct-20,26,"The theory is good, but kills battery, and any app that doesn't give details on updates is not to be trusted.",
Martha Winn,Rated 3 stars out of five stars,23-Oct-20,6,Poor updated stats. No ability to request or to see Scan frequency.,
Heidi Millen,Rated 3 stars out of five stars,4-Dec-20,2,Wish the data on the app was up to date vs 2 days behind.,
Aaron Mechanic,Rated 3 stars out of five stars,2-Oct-20,44,The health log does not take into account existing medical conditions which significantly devalues the symptoms logging.,
Scott Bigelow,Rated 3 stars out of five stars,9-Oct-20,8,"Eats battery for breakfast, lunch and dinner. . Seems to work though.",
Prajin Uttam,Rated 3 stars out of five stars,3-Oct-20,7,Would be spectacular if worked. Bluetooth does not work on Xiaomi phones.,
Dave M,Rated 3 stars out of five stars,11-May-21,0,Would've been great! If anyone else actually had this app it might have worked.,
Kevin Mortenson,Rated 3 stars out of five stars,12-Oct-20,11,App works but severely kills the battery.,
Kathleen Forhan,Rated 3 stars out of five stars,12-Nov-20,1,It's not detecting my Bluetooth.,
Bryan [DOLO] Welch,Rated 3 stars out of five stars,18-Oct-20,1,wonderful if it's really accurate,
JOSEPH RODRIGUEZ JR,Rated 3 stars out of five stars,31-Mar-21,0,It is good and i will check it,
Kristine Csicsek,Rated 3 stars out of five stars,2-Jun-21,0,Didnt tell me anything thst i could not get from the news,
Stephanie McClellan,Rated 3 stars out of five stars,4-Nov-20,3,Tells you that you may have covid if you report one symptom. Useless.,
John Chiappetta,Rated 3 stars out of five stars,3-Oct-20,6,Looks good but no thanks...,
Jasmine H,Rated 3 stars out of five stars,28-Jan-21,2,Havent gotten an alert,
Dan Bartolo,Rated 3 stars out of five stars,1-Nov-20,0,Not sure it works,
EJ Smith,Rated 4 stars out of five stars,15-Apr-21,65,"Easy to install and set up. Requires someone who is exposed to reach out to their health department and put in a provided code in order to notify others, so there's a reliance on all users doing their part for this to work.",
Andrew Crowder,Rated 4 stars out of five stars,16-Feb-21,203,"It's a well designed app and is useful even if only for a convenient way to keep an eye on the charts. Of course the fact that it's opt-in is a limitation, but I really don't understand the complaints on this. People are saying they've never gotten an exposure notification like it's a bad thing. Are you sick with covid-19? If not, then what is the complaint exactly? You want false alarms?",
Masoud hosein pour,Rated 4 stars out of five stars,7-Feb-21,10,"its a good app, but some times i receive alarm when no one close to me, fix it please",
Heather Bridgeman,Rated 4 stars out of five stars,15-Mar-21,4,Signed up but it has never activated an alert. Assuming that's a good thing.,
Jason Cheung,Rated 4 stars out of five stars,25-Jan-21,145,"The app itself is fine. But the problem is the effectiveness of this app is limited by how few people install it. If you're the only person in town who has this app, it's useless. I've never received a notification from this app ever. I live in an area with almost 9% infection rate. I live in an apartment building and I've been out to supermarkets, etc. Not a single alert. As long as the app is not mandatory, it's pretty useless.",
Silveria Brown,Rated 4 stars out of five stars,28-Apr-21,0,"Just turn on, don't know how it works yet",
Annette Szymula,Rated 4 stars out of five stars,23-Dec-20,21,"I wish there was a slot on the symptom list for noting seasonal allergic reactions. Also, I was directed to NYS alert app when I installed the covid one. That is annoying, be cause it alerts me to problems far from my home. I'll Soon delete it.",
John Kincaide,Rated 4 stars out of five stars,4-Apr-21,0,The app needs to automatically connect to Bluetooth after phone reboot.,
Ellie Austin,Rated 4 stars out of five stars,2-Oct-20,182,"I heard about this app on one of the news stations (WNYC maybe?) and was anxious for it to be released. Easy to install and I like the updates. I wish it would ask for some kind of basic health history. I, too, had Covid-19 months ago and am still experiencing relapses at various times. I don't want to be labeled as having Covid-19 while in the middle of a relapse. Can that be worked into the app?",
Claire Cramer,Rated 4 stars out of five stars,9-Oct-20,175,"Very happy with this app. My friend told me he doesn't have the newest version of his iOS & can't download it. Seems like we will miss a lot of people this way. Also, would be helpful to have a link to the new cluster map integrated. Everything else is wonderful. Easy to use, visually elegant, multiple languages available. I like the health log as well. ETA: After reading other reviews, I have to say it's affecting my battery life at all, & alerts are anonymous and delayed. Explains in the app!",
Elijah Anthony,Rated 4 stars out of five stars,1-Oct-20,331,"Cool app my only issue is if you select any of the symptoms you are told to stay home. I understand the abundance of caution, but you can have some of those symptoms and not have COVID-19. My suggestion is unless it is a symptom such as loss of taste/smell or something more specific to COVID-19 one should not be told to stay home.",
Matthias Hess,Rated 4 stars out of five stars,3-Oct-20,23,Good app but needs broader compatibility if we're to get a critical mass of users. Easy setup with no account or registration. Everyone who thinks this is some sort of tracking conspiracy should just get rid of their cell phone altogether.,
Robin Dickens,Rated 4 stars out of five stars,2-Oct-20,32,"4 stars based only on what I've read about the process & the security/privacy aspects, so far. But if this app can in any way help prevent NYC having to again witness bodies being loaded from rear of hospitals into multiple refrigerated tractor trailer trucks, I'm going to try it. Happily. P.S. Privacy is pretty much an illusion these days anyway, so..",
Leesa Sage,Rated 4 stars out of five stars,22-Oct-20,10,It lets me report symptoms and logg them. It needs to have the tracing for everybody however. I need to know which areas have covid not which people which are few have the app and who I know of these that download it's zero. People aren't responsible enough and too paranoid to help others. Great attempt on the apps behalf however.,
Bill Spielman,Rated 4 stars out of five stars,22-Apr-21,0,Seems ok to improve intervention without excess battery drain.,
Charlotte Dion,Rated 4 stars out of five stars,3-Oct-20,8,I live in NJ and have already installed their tracking app. I installed the NY app as suggested by Gov. Cuomo because a lot of New Yorkers travel through my area. Seems you can only have one app or the other active. Have the states coordinated technology so I only need one app that will cover both states?,"New York State Department of HealthOctober 5, 2020NY is working with NJ to ensure that the app will work across state lines. See the FAQ question for more information: https://coronavirus.health.ny.gov/covid-alert-ny-what-you-need-know"
Faz Creation,Rated 4 stars out of five stars,20-Nov-20,6,"It's alright. But it kills my battery quickly in I have the bluetooth enabled, and ot begs you to have it enabled.",
mary ann sekely,Rated 4 stars out of five stars,2-Oct-20,36,I have asthma and allergies. So I have shortness of breath occasionally. This should also be noted in the symptoms checking. It is misleading to associate all shortness of breath with Covid19.,
Farsight,Rated 4 stars out of five stars,2-Nov-20,10,"Great app i just turn on bluetooth in crowded areas ,car and when I meet people battery life saver",
Anthony Guild,Rated 4 stars out of five stars,7-Oct-20,10,So far so good. Unfortunately you need to leave bluetooth turned on.,
Robert Graham,Rated 4 stars out of five stars,21-Oct-20,2,"Love this idea. Love that Americas coming together After Gov. literally said there not negotiating to help us. I hope we can all stay honest, Together, and ready. We will lose loved ones. I'm worried this app being used for people want justice after losing someone, grief comes out in all ways. I just hope we can come together as a country, help each other, not blame each other for loss of loved ones. If we stay honest and stay together and united we can beat this. Only if we come together",
Tom S,Rated 4 stars out of five stars,10-Oct-20,7,"The app & alerts is a great idea but only as effective as truthful & forthcoming its users might be. Still, great attempt at containing the spread of Covid 19",
Behrad Nakhai,Rated 4 stars out of five stars,8-Nov-20,5,"A very important App for information on COVID-19 in Westchester, NY. Whenever local statics is added to the App, it will earn 5 stars",
Patrick Kelly,Rated 4 stars out of five stars,5-Oct-20,4,"Why is there not a Television Commercial about This App??? More People would use it, if they knew it Exist..",
Gene Reilly,Rated 4 stars out of five stars,1-Oct-20,19,Downloaded smoothly & installed with no problem. Looks great so far!,
David Walter,Rated 4 stars out of five stars,2-Feb-21,0,might add a daily reminder,
Wylie Carlisle,Rated 4 stars out of five stars,6-Oct-20,0,"Maybe this went right over my head, but...I don't understand how this app knows who's infected?? Are people supposed to self report? If so, that's putting a lot of misplaced faith on the general public-🤷‍♂️",
William Marrero,Rated 4 stars out of five stars,25-Nov-20,0,"Sounds like a good idea but I really don't know how it works, haven't been getting out much, so I haven't had no alert yet! thank God",
Naimul Bhuiyan,Rated 4 stars out of five stars,3-Oct-20,8,Even though I haven't use it so much but I would say so far is working well.,
Frankie C,Rated 4 stars out of five stars,19-Nov-20,2,Dont no what its doing but cases are getting worse 🙃,
Moonie Zhu,Rated 4 stars out of five stars,3-Oct-20,5,"Nice, Just SLOW AS HELLLL :)",
David Turner,Rated 4 stars out of five stars,10-Oct-20,1,Great google.play Thankyou.,
Christina Napoli Deppert,Rated 4 stars out of five stars,4-Oct-20,2,I like to be well informed,
Gambino Alvarez,Rated 4 stars out of five stars,8-Oct-20,1,Feel like this will save my life.,
Paige Cannavaro,Rated 4 stars out of five stars,4-Oct-20,1,Its very helpful,
X WILLIAMS,Rated 4 stars out of five stars,12-Mar-21,1,Tge app is alright,
Austin Wilcox 2nd,Rated 4 stars out of five stars,29-Oct-20,0,Good so far.,
David Fishman,Rated 4 stars out of five stars,1-Oct-20,20,"Where was this app months ago, at least it's here for wave two",
Pete Spaker,Rated 5 stars out of five stars,9-Jun-21,1,Up to the minute localized and regional data. Impressive application,
sirena fine,Rated 5 stars out of five stars,27-Apr-21,49,"Great concept. How many users by state? How many users By county? How many users by town? I feel like I'm the only one using this app in my area. I do turn on Bluetooth when I leave my home. *For me the only useful part of this app is the info on stats. I wonder if they advertised this app along with V-SAFE (online app) and others, if more people would even know about this app and download it. That's the only way this app will work is if others know about it and download it.",
Simon Hou,Rated 5 stars out of five stars,31-Mar-21,12,"More of a data analysis tool, but useful nonetheless to see what's happening.",
JhanJan Marie,Rated 5 stars out of five stars,5-Apr-21,6,Informative and keeps me up-to-date on my area and stage a New York,
Steven Miller,Rated 5 stars out of five stars,11-Feb-21,22,Easy to use. I will check in on it everyday to report my health condition. I am healthy now. I am looking for a vaccination. I guess that's a different app.,
Woo Hoo,Rated 5 stars out of five stars,17-Mar-21,8,The app is well built and is sleek. Unfortunately it captured less than 1% of cases in New York because people are not using it. People are not willing to do the right thing even when their life depends on it.,
Ian \o/,Rated 5 stars out of five stars,21-Feb-21,12,"Why does this have such bad reviews, it works perfectly fine for me! Love the design too.",
Ivonne Diaz,Rated 5 stars out of five stars,12-May-21,0,Love all the information it provides. I feel safe and I'm gaining knowledge . Thank you keep up the great job.,
Shenay Barnes,Rated 5 stars out of five stars,22-Mar-21,3,Accurate and easy to use,
Robert Feldhousen,Rated 5 stars out of five stars,25-Mar-21,1,Tested positive. NY Contact tracer was able to activate it..,
Brenda Rollins,Rated 5 stars out of five stars,22-Mar-21,6,The information was very helpful and more awareness about this new techology. Thanks!,
paul zelsnack,Rated 5 stars out of five stars,21-Feb-21,9,Data respected/reflected /time travel to the end of Pandemic,
Xxxx Big Rich,Rated 5 stars out of five stars,13-Apr-21,0,I like keeping up with any new covid information.,
Craig Sherman,Rated 5 stars out of five stars,6-Feb-21,4,Been entering.my status daily. Useful and like shows trends.,
Aquarius Born,Rated 5 stars out of five stars,9-Jan-21,169,12/26 I got an alert that someone was close to me for a prolonged time with Covid. The worst part was getting tested which seemed like it was more difficult then it needed to be and finding a testing cite was annoying and Imo this is a PUBLIC health crisis and ALL testing should be free. I had to go to a place and pay for a test. I was satisfied with this app because I was warned! So for that I'm happy. I was able to be proactive. I was negative in the end so this worked at least for me.,
Matthew C,Rated 5 stars out of five stars,2-Oct-20,703,"Overall, this is a great, simple app. It does what it sets out to do. The hacking concerns are unfounded. After the February patch,, older Androids are doing well. Newer was already very hard to. In response to another comment, it recommends you stay home if you have one of the symptoms listed. There is no true ""COVID-specific"" symptom. Some have just diarrhea or rash as their first symptom. SARS-cov-2 creates a viral syndrome and this differs person to person.",
Andrew P.,Rated 5 stars out of five stars,2-Oct-20,475,"Solid app. The Bluetooth exposure is very minimal and very very hard to hack. You would be more vulnerable to hacks if you wore a smartwatch with or without the app. The only minor complaint I have is the recommendations being off, but it is only a recommendation and it is not shared with anyone. Only time anything is sent is if you test positive and you get a call from an agent with the Department of Health and they give you a code. I hope this app will make a difference and I expect it to",
Age Mycek,Rated 5 stars out of five stars,21-Nov-20,146,"Simple, Easy, and Fast. The ""Covid Alert NY"" app is simply fantastic. I've been using the app for over 2 months now and I don't have any complaints with the app. This app will notify me if I come into contact with anyone who has tested positive for Coronavirus. Another great aspect of the app is it gives me up-to-date information on all positve and negtive Covid-19 test in New York State. The app breaks down the data for the whole state and also shows you your Local County data too. 5 Star app.",
Jeremy Wilner,Rated 5 stars out of five stars,15-Oct-20,346,"Decent information, but not nearly enough, which is fine considering that is a secondary function. This app is perfect in theory, though a significant amount of the population would have to download it, and keep bluetooth on, to see benefits. People need to embrace this for any real benefits. Also, to everybody giving bad reviews because of bluetooth, go read why bluetooth is the method used before trying to ruin an app. If they chose the alternative, you would probably be up in arms.",
Alex K,Rated 5 stars out of five stars,2-Oct-20,166,"This app uses the Exposure API developed by Apple and Google jointly. If you are within 6 feet of another person with the app for 10 minutes, your phone exchanges a secure Bluetooth token (code) with that person's. Then, if that person gets COVID, you get a notification that you were exposed- because you have their token. There is NO way for this app to see your location. There is NO tracking of your location through the app. It does NOT compromise bluetooth. This app can save lives.",
Holly A Vautrin,Rated 5 stars out of five stars,26-Jan-21,1,I like this app cuz it tells you exactly what covid-19 is about and what when it got here why it got here how it got here and other things that are affiliated with it unfortunately are polishing politicians don't do all that they tell you as little as possible to keep you in the dark they tell you what you need but not everything that you need to hear you find it on the app,
Kyle F,Rated 5 stars out of five stars,7-Oct-20,6,I love living in fear! And with this app along with constant bombardment by the news of the ever growing cases of covid 19 (that I absolutely trust 100%) I can always be reminded that it's never going to be okay! I mean what more could I ask for than to regress to a primal state of survival because the deadliest virus ever (covid 19 of course) is always lurking to kill 9% of America's population? Nine percent! Remember to wear a mask and never question the legitimacy of the covid 19 narrative.,
Maureen,Rated 5 stars out of five stars,11-Oct-20,249,"It's quite a relief having this app. It lets you go about with a little more confidence that no one is near you with Covid. Even for my husband's sake, who's a cab driver upstate and takes full precautions, I don't have to spray Lysol all over him when he walks in the house. There is no invasion of privacy; if someone is near you with Covid you get an alert with a code number. No names at all. Thank you Gov. Cuomo.",
Jes Sorensen,Rated 5 stars out of five stars,2-Oct-20,93,The app is well documented and clearly explains how it works. Spend more than 10 minutes in close proximity with someone else and the apps will exchange a token. No location and other information. All the paranoid scaremongers should read the details before leaving misleading nonsense reviews.,
Dee,Rated 5 stars out of five stars,5-Nov-20,32,The app works. I got notified about being in close contact and was able to narrow down where I was that day. I deleted the app 3 days ago (just cause) and was called today about exposure 11 days ago. Not sure why it took so long to be notified but I appreciate it nonetheless.,
David Wiczer,Rated 5 stars out of five stars,15-Oct-20,20,This implements the Google and Apple bluetooth-based contact tracing. Also provided some nice data on how risks are evolving. It's a really great app and a shame more states (or the federal government) haven't done something similar. They really should advertise it more though.,
Roslyn Fadden,Rated 5 stars out of five stars,14-Nov-20,48,"This app has been working the way it should but this morning the app seems to be a little crazy. It says that bluetooth is off, and it's on, Then also it said my closeness setting is off. I don't know what is going on but the powers to be should fix the problem. Thank you",
