name,ratings,date,helpful,comment,developer_comment
Alberto Hamade,Rated 3 stars out of five stars,7-Oct-20,136,"Still don't understand when to use covid Check-in button. Is it used when you have been diagnosed with covid, or do you just use it to let the system know you feel well regardless of whether you think you may have covid? I'm afraid of pressing the button because I feel like it will think I have Covid. Please explain in plain English what makes the app label you as covid positive.","State of New Jersey  ApplicationsOctober 7, 2020Hi Alberto, You will only be labeled as COVID positive if you receive a positive COVID test, receive a call from a contact tracer and agree to upload a positive verification pin to the app. The check-in button is a feature for people to use if they want to keep track of any new symptoms they have; you don't have to use it if you don't want to."
Josh Epstein,Rated 3 stars out of five stars,9-Oct-20,3,"I really like the idea of this app, but unfortunately it drained the battery on my phone super fast. I have a nearly 3 year old Galaxy S8, so that could contribute. I want to have this app, everyone should, but I can't keep it on my phone for now.",
Aj Mesteri,Rated 3 stars out of five stars,26-Oct-20,3,I have this app in my phone but in order to make it more effective it needs more advertise and insist ppl to download it. It can only work more ppl uses and learn how to use it properly. I also not sure myself when its says it use bluetooth in order to make it work. Does it mean I require to wear actual blutooth on my year? Many ppl didnt even know that NJ has this app. Otherwise its a good idea.,
Ari Birnbaum,Rated 3 stars out of five stars,7-Feb-21,1,The app icon went from filling in the whole circle to becoming an unreadable tiny square in a circle.,
Xiomara Mora-Lopez,Rated 3 stars out of five stars,1-Oct-20,28,Downloaded using my home WiFi.. Does not work. Error 1002 **Read reviews below that said Turn Off WiFi and download using cellphone data only. Works PERFECTLY NOW.,
Kurokari,Rated 3 stars out of five stars,5-Nov-20,8,Even though I have exposure alerts on it seems to only do a scan if I open the app itself. Shouldn't it do this automatically daily?,
Michelle Miguelino,Rated 3 stars out of five stars,1-Oct-20,6,"I'm happy to use this app, but I couldn't set it up when on wifi. I needed to use my data plan.","State of New Jersey  ApplicationsOctober 7, 2020Hi Michelle, Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the main function of the app is working. We're working to fix this error now."
Michael Lake,Rated 3 stars out of five stars,1-Oct-20,11,App won't work. Keeps displaying an error code.,"State of New Jersey  ApplicationsOctober 7, 2020Hi Michael, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the main function of the app is working. We're working to fix this error now."
Aakaash Jois,Rated 3 stars out of five stars,7-Oct-20,12,Turn off Wifi to get started. Not sure why this is not required for the Covid Alert NY app.,"State of New Jersey  ApplicationsOctober 7, 2020Hi Aakaash, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Jack Franks,Rated 3 stars out of five stars,7-Oct-20,8,Needs bluetooth to always be on for it to work.,"State of New Jersey  ApplicationsOctober 7, 2020Hi Jack, That's correct. The exposure notification system relies on Bluetooth to detect other devices in the area. That way we can protect your privacy and not use GPS location tracking data, while still being able to figure out who may have been exposed to a COVID positive person."
Rockstarp88 Drummer,Rated 3 stars out of five stars,7-Oct-20,2,I tried going through the data thing. But it's saying that there's an error,"State of New Jersey  ApplicationsOctober 7, 2020Hi, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Michael White,Rated 3 stars out of five stars,12-Oct-20,4,"Easy to install. My only question is how does it know you have been in contact with someone personally? How is connecting the dots, so to speak?",
Pavel Vaynshtok,Rated 3 stars out of five stars,23-Feb-21,0,no data update for several days,
Tom Dennison,Rated 3 stars out of five stars,15-Nov-20,1,Just really want to know if the app talks to the NY and PA apps? I deal with people from both daily.,
Hopkins The Movie,Rated 3 stars out of five stars,18-Jan-21,2,The numbers for confirmed cases and deaths are wrong.,
Carl Weidenburner,Rated 3 stars out of five stars,3-Oct-20,3,Does not work if WiFi is on,"State of New Jersey  ApplicationsOctober 7, 2020Hi Carl, Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function as it works exclusively through the operating system and Bluetooth, so after set-up you can turn the Wi-Fi back on. Statistics may not load consistently, but the app is working. We're working to fix this error now."
Dominick Williams,Rated 3 stars out of five stars,11-Feb-21,0,Never received any alerts,
Stephen Savona,Rated 3 stars out of five stars,7-Oct-20,1,You must turn wifi off to use this app on your phone.,"State of New Jersey  ApplicationsOctober 7, 2020Hello, Thank you for your response. Rest assured that even when you are on Wi-Fi, the exposure notification system is still working. The main function of the app relies only on the operating system and Bluetooth. After set up, please feel free to turn Wi-Fi back on. We are working to fix the bug."
william diaz,Rated 3 stars out of five stars,7-Oct-20,4,covid numbers not updated regularly,"State of New Jersey  ApplicationsOctober 7, 2020Hi William, Thank you for your message. The numbers on the main graphs are updated daily at 12pm. We're working on changing the data presentation so that you can look at more granular information for both the main graphs and the counties."
Robert M Deems,Rated 3 stars out of five stars,18-Nov-20,0,I Certainly can't actually Rate something I just got.,
Quaeesha Coppedge,Rated 3 stars out of five stars,10-Oct-20,1,Fast download..!!👍🏾,
Stella Weiner,Rated 3 stars out of five stars,13-Dec-20,0,Rite aid Cov 19 testing,
chris austin,Rated 3 stars out of five stars,30-Jan-21,0,Okay,
David Levine,Rated 4 stars out of five stars,7-Jun-21,8,Application does not startup with 6-7-21 update. Please fix.,
Arpad Pusztai,Rated 4 stars out of five stars,3-May-21,3,"More and more people gets vaccinated; you should add this option to the app, too.",
Karen Leonetti,Rated 4 stars out of five stars,30-Mar-21,4,I would like to see data where my phone randomly had contact with another device?,
Albert Endler,Rated 4 stars out of five stars,18-May-21,2,Needs a COVID-19 immunization option and ID,
Melissa Edwards,Rated 4 stars out of five stars,16-Nov-20,269,I think the app is great. Very informative. It's all in one spot. You do not have to have bluetooth on all the time. You can switch it on when you would like to use it then switch it back off. Without bluetooth you are still able to access and use all of the other features like covids daily numbers local/global/etc and also you are able to check in with how you are feeling and report symptoms..just another tool in the fight against covid.,
Harshada Prabhune,Rated 4 stars out of five stars,8-Oct-20,25,Edit - works perfectly after turning off wifi during setup. Got an immediate response from the developer on the workaround. Does not work. Error code 1002. This error is displayed after I confirm my age and press continue. I have a OnePlus 6t phone (android),"State of New Jersey  ApplicationsOctober 8, 2020Hi! Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Nathan Henderson-James,Rated 4 stars out of five stars,7-Oct-20,209,"UPDATE: Working now per comment from developer. I can't get the app to work on my Galaxy S10. It installs, I affirm I'm over 18, and on the data sharing page I get an error code 1002 and can't move on. I've tried uninstalling and reinstalling and get the same problem. I do not have this problem on the VA COVID app I also have on my phone.","State of New Jersey  ApplicationsOctober 7, 2020Hi Nathan, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Jeanne Ortiz,Rated 4 stars out of five stars,11-Oct-20,12,"I'm not sure I understand how it works re. sharing the positive result so other people can be alerted. I read the app info /learn how it works several times so I must be missing something. Is the assumption that the person go anywhere to take a C19 test and wait for a representative to call them? If so, how would the representative know that you tested positive?",
Jeff Mazzola,Rated 4 stars out of five stars,26-Dec-20,4,"Need to have an option to change the ""How are you feeling?"" response for when you select the incorrect response by mistake.",
polikwaptiwa che,Rated 4 stars out of five stars,1-Oct-20,47,I used regular data plan and no WiFi to install app. Now the app is fully functional. Further report to follow after I use the app for a while.,
Regina Ford,Rated 4 stars out of five stars,9-Oct-20,9,I keep getting error after I click continue. It says Sorry that didn't work properly (error code 1002).,
James R,Rated 4 stars out of five stars,1-Oct-20,8,Dont use ur wifi but only use data from cell. It will work,
Jeremy Lopez-Hernandez,Rated 4 stars out of five stars,24-Jan-21,2,Help us stop the spread of COVID-19 in New Jersey! COVID Alert NJ App is being made available by the New Jersey Department of Health (DOH) to complement New Jersey’s comprehensive COVID-19 contact tracing effort. COVID Alert NJ is a free and secure mobile phone app that allows New Jerseyans: 1. To be alerted if they have been in close contact with another app user who has tested positive for COVID-19 – even if that person is a stranger 2. To track their symptoms and get advice on what to do to,
Anna Petruccelli,Rated 4 stars out of five stars,11-Oct-20,1,I just downloaded app cant give any feed back at this time. Thanks,
Frederico Freitas,Rated 4 stars out of five stars,2-Oct-20,5,better late than never. the app is good now is for people to use it and be honest about it.,
Veda Gundanna,Rated 4 stars out of five stars,6-Jan-21,2,It should show where I am in the queue for vaccination.,
Salvatore Marino,Rated 4 stars out of five stars,12-Dec-20,1,Optimistic about the potential.,
Stephanie Jeanne Zogg,Rated 4 stars out of five stars,11-Dec-20,0,I like that you can take a moment to store daily check ups. SJZ,
Joe White,Rated 4 stars out of five stars,16-Nov-20,0,"To work everyone needs to use it, otherwise you could be exposed by someone who doesn't use this",
Heather Bruno,Rated 4 stars out of five stars,17-Nov-20,1,This is a very informative app.,
Robert McDermott,Rated 4 stars out of five stars,1-Oct-20,10,Can't be on wifi to set this up,
Peg Ewald,Rated 4 stars out of five stars,8-Jan-21,1,Want info on getting vaccine !!,
David Cordero,Rated 4 stars out of five stars,19-Oct-20,1,Doing our part to end Covid19!,
David Watts,Rated 4 stars out of five stars,13-Apr-21,0,WATTS121353,
Diana Cooper-Vanderlip,Rated 4 stars out of five stars,30-Nov-20,0,Informative,
Elijah Holloman,Rated 4 stars out of five stars,21-Feb-21,0,bi.d.e.n,
Jose Beniquez,Rated 5 stars out of five stars,9-Jun-21,3,Great app it keeps you up with what's going on with the covid in your area.,
Christopher Gagliardi,Rated 5 stars out of five stars,9-Jun-21,1,I've been trying to use the app since yesterday and it's not working can you please kindly fix it,
Kevin Ballenger,Rated 5 stars out of five stars,7-Mar-21,65,"I LOVE THIS APP! I Live In Essex County, NJ Which Is The 2nd Highest In The State. While Taking NJ Transit Yesterday, I Actually Received An Exposure Alert While On The Bus! I Immediately Got Off The Bus, And Waited For The Next One, And The Exposure Alert Stopped!",
Ray Wodanson,Rated 5 stars out of five stars,16-Mar-21,18,"Has done what it says. As long as other people have this on their phone you are safer. It always you if someone nearby has had covid-19, as long as they use the app.",
Ryan Volk,Rated 5 stars out of five stars,24-Apr-21,2,Works. It just works.,
ThatOneStopMotioner,Rated 5 stars out of five stars,28-May-21,0,"Helps by putting all information in one place, THANK YOU!",
Abo Obama,Rated 5 stars out of five stars,16-Mar-21,2,It's the best app and with very accurate information.,
Jeff Ceeckler,Rated 5 stars out of five stars,24-Dec-20,41,I feel like if more people used this app it could help in lowering the cases in NJ. So the app senses if you come in contact with somebody that has covid. I have not ever been contacted so I'm not really sure if enough ppl are using the app or if I have been really lucky. Im pretty sure more people need to have the app in order for it to make a difference.,
Dawn Peterson,Rated 5 stars out of five stars,30-May-21,0,"Use it everyday, how ever when I am in a store and a person does not have the app you can't anything. So I thought it was worthless and deleted it.",
Barbara A Talley,Rated 5 stars out of five stars,11-Jun-21,0,"Stii loading why, beyond me, still trying to load🙏Still LOVE the app.",
dac5190,Rated 5 stars out of five stars,5-Oct-20,213,"Installed with zero issues on an Pixel 4a running Android 11. After setting up the app, my COVID-19 Exposure Notification API (in the Google settings) updated to finally change to On. This means this application is ACTUALLY using the Google and Apple official API package. So excited to be part of the solution, not part of the problem.",
Diana S.,Rated 5 stars out of five stars,9-Oct-20,106,I had no problems installing on Galaxy Note 20. I think the app is a great idea. I just wish the general public would embrace it instead of fearing it. Some view it as a threat to privacy and simply don't understand how it actually works. A bigger PR campaign is needed I think.,
VJ D,Rated 5 stars out of five stars,1-Oct-20,193,"NOTE: Based on previous reviewers, I turned off wifi before trying to download. I had no issues at all during the quick download process; the app walked me thru setup (with brief explanations, but I'd already read about how it works). So fat, I'm pleased. Now let's so how it performs...",
Lamecca Adams,Rated 5 stars out of five stars,8-May-21,1,Easy to used. Informative and relevant; also reliable,
Theresa Burtulato,Rated 5 stars out of five stars,7-Oct-20,30,Easy fast to download . I like it I think it's great app to have on my phone because it helps me to feel just a little more safe going outside the only thing is my battery power is not lasting as long for some reason. Who knows? It is worth it to me I'll just charge up more often,
Maryellen Greiss,Rated 5 stars out of five stars,30-Dec-20,0,"The Covid- 19 alert app is only good ""if you have bluetooth"" 😣😞 in which i do not have,",
Linda Pappert,Rated 5 stars out of five stars,11-Feb-21,3,Very helpful in staying up to date with county and state covid statistics.,
Dan M,Rated 5 stars out of five stars,7-Oct-20,20,"Long overdue. In some countries that are managing the pandemic more effectively, apps like this had have been in place for months. Some are mandatory, and you can check in to a place or business. This is a step in the right direction!",
tgal924,Rated 5 stars out of five stars,26-Nov-20,16,"Great Health Emergency APP! My family and I downloaded immediately without hesitation! The DOH & our Governor want to save our lives! It's so easy to use and informative! You can simply set up a reminder and it only takes 15 seconds to check in! I truly believe if more NJ peeps downloaded this easy tool & join the fight, it could save lives & give additional information to our caring DOH department!! ❤",
Kim Stretch,Rated 5 stars out of five stars,8-Apr-21,3,THIS STATE HAS A FANTASTIC GRIP ON ORGANIZING & RESPONDING FAST WITH LITTLE TIME TO WORRY! LOVE IT! I'M THE ONLY ONE IN MY FAMILY WITHOUT THE VACCINE & I'M FROM Philly!! Using my storehouse of 26yrs I'm signed up! Great Job Joisey!!!,
Mary Russell,Rated 5 stars out of five stars,11-Oct-20,9,Trying to open after downloaded on my son's Galaxy S6 android today and the app crashes.Won't open. UPDATE: I was finally able to download. It was my son's phone that needed updating,"State of New Jersey  ApplicationsOctober 7, 2020Hi Mary, Please email covidapp@doh.nj.gov so that I can assist you with your issue."
Emily Scahill,Rated 5 stars out of five stars,7-Oct-20,9,"App works perfectly for me. Im on a huawei p20 pro, running an older version of Android (9, I believe), with no issues.",
Joyce Darlene Dyer,Rated 5 stars out of five stars,2-Mar-21,1,Had 1st shot. 2nd scheduled for 10th of March. But I have a head cold & a mild sore throat with a dormant ache in my chest!,
Arlene C.,Rated 5 stars out of five stars,1-Oct-20,14,Very easy to download. User friendly interface. Provides real-time information and Covid stats.,
Pedro Pacheco,Rated 5 stars out of five stars,12-Oct-20,17,"EDIT: Disabling Wi-Fi works, thank you! Original Review: Can't get past the setup screen, ""Error Code 1002""","State of New Jersey  ApplicationsOctober 7, 2020Hi Pedro, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Ruth D. Chin,Rated 5 stars out of five stars,7-Oct-20,9,No problems installing. Great attention to personal privacy concerns & still able to trace contacts to prevent future infections. So glad we finally have this!!,
Milap Patel,Rated 5 stars out of five stars,2-Oct-20,7,I installed and configure on wifi. Did not face any issue. App seems to work just fine.,
HOPPRCYN,Rated 5 stars out of five stars,3-Oct-20,11,"I did not turn off wifi as others reportedly had to, and it downloaded quickly and easily. I have google play.",
rob kasinow,Rated 5 stars out of five stars,3-Oct-20,6,Was able to install app fine on wifi. The issues mentioned in previous reviews may be fixed,
Diane Hare,Rated 5 stars out of five stars,2-Oct-20,11,"Easy to install and use each day, the text notifications are a great reminder.",
Nicholas Fowler,Rated 5 stars out of five stars,1-Oct-20,23,Works exactly as described. Hopefully will never actually need to get an alert.,
Linda Brown,Rated 5 stars out of five stars,20-Apr-21,1,"I wanted this informational because I'm thinking of visiting my brother in Springfield, New Jersey. I thought that this app might help me to decide if it's safe or not. I would be coming from England.",
Chris W,Rated 5 stars out of five stars,3-Oct-20,6,Works great but needs more frequent checks.,
Bennett Todd,Rated 5 stars out of five stars,1-Oct-20,34,"they fixed the web page that the share button links to, everything seems to work now",
Anabella Cruz,Rated 5 stars out of five stars,8-Nov-20,5,COVID Alert NJ App is being made available by the New Jersey Department of Health (DOH) to complement New Jersey’s comprehensive COVID-19 contact tracing effort. COVID Alert NJ is a free and secure mobile phone app that allows New Jerseyans: 1. To be alerted if they have been in close contact with another app user who has tested positive for COVID-19 – even if that person is a stranger 2. To track their symptoms and get advice on what to do to protect themselves and other's.,
George Wilson,Rated 5 stars out of five stars,6-Dec-20,1,Awsome app-helps public health contact tracing with real time alerts.,
Antony,Rated 5 stars out of five stars,1-Oct-20,8,No problems setting up app. easy to add info,
MVElci,Rated 5 stars out of five stars,1-Oct-20,3,I had no issues downloading and running the app. I hope it will work. We'll see.,
Lisa Carbrey,Rated 5 stars out of five stars,5-Oct-20,7,Turn off wifi before you install and it goes just fine.,
Hugh Moore,Rated 5 stars out of five stars,6-Jan-21,0,"Great concept. And as more and more of us participate, the more it will help to protect us all.",
Dennis Mabrey,Rated 5 stars out of five stars,1-Oct-20,4,Installed fine for me and it is up and running.,
Rahul Malhotra,Rated 5 stars out of five stars,4-Oct-20,11,The privacy notice suggests the data is anonymized. I've been waiting for this. This will help us get back to normal faster without increasing spread!,
Christopher Pereira,Rated 5 stars out of five stars,1-Oct-20,3,App works as usual for me and my device.,
Dawna Lemaire,Rated 5 stars out of five stars,1-Oct-20,10,Glad NJ has created this app. Hoping it will be widely used. Easy to create an account.,
Jason Kang,Rated 5 stars out of five stars,6-Oct-20,3,Intuitive and easy to use.,
Stephen Navazio,Rated 5 stars out of five stars,1-Oct-20,3,"Downloaded and installed perfectly, no problems.",
Bryan Plaia,Rated 5 stars out of five stars,22-Nov-20,1,Very easy to use and understand this app,
RoseMarie Svelling,Rated 5 stars out of five stars,17-Nov-20,0,I can't use the appt i don't have e bluetooth but what i do have is my second time having covis twice I've never had any symptoms i could feel any better except for my cancer and other things,
Yaniv Inbar,Rated 5 stars out of five stars,11-Oct-20,8,Seems to be working now. They fixed the error.,"State of New Jersey  ApplicationsOctober 7, 2020Hi Yaniv, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Carol Letts,Rated 5 stars out of five stars,20-Nov-20,2,I have it already on my phone I like that I can keep up with people in my surroundings.,
ann edmonds,Rated 5 stars out of five stars,24-Apr-21,0,Never received an alert. Which is a good thing.,
Lisa Aguayo,Rated 5 stars out of five stars,15-Mar-21,0,This is so usefull,
Brian Schemenski,Rated 5 stars out of five stars,8-Oct-20,1,"Works good, easy to setup",
Howie Swerdloff,Rated 5 stars out of five stars,14-Jan-21,0,"Everyone in NJ should be on this. It automates contact tracing, anonymously. Will notify you if you've been exposed.",
Victoria Reed,Rated 5 stars out of five stars,23-Nov-20,11,After turning off WiFi then setting it up works. Thanks 😊,"State of New Jersey  ApplicationsOctober 7, 2020Hi Victoria, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load consistently, but the app is working. We're working to fix this error now."
VEE MALDANADO,Rated 5 stars out of five stars,13-Oct-20,5,Love the daily updates more ppl need to use this!!!!!!!,
Michael Rompa,Rated 5 stars out of five stars,20-Dec-20,0,Very good and trusted experience with google products!!!!!!,
Gith SiR,Rated 5 stars out of five stars,21-Mar-21,0,In the year of the begin stroke and stage of covid it hands down help to get information and clear image a covid 19 wear and tear Thank you for the strong verification Ps Sylvester J Ali,
Roger Med,Rated 5 stars out of five stars,19-Nov-20,1,Easy and secure. Everyone should have it.,
Ruth fischer,Rated 5 stars out of five stars,1-Nov-20,0,Great app for alerts on covid,
Yegor Bryukhov,Rated 5 stars out of five stars,1-Oct-20,8,"Really happy we finally have it NJ. Everyone, please install it and enable exposure alert",
Tommy DePasquale,Rated 5 stars out of five stars,15-Nov-20,1,Stop crying. If they are tracking you they can do it without this app. Be kind. Love each other. Wear a mask.,
Ross Dickinson,Rated 5 stars out of five stars,14-Oct-20,1,Do I need to get the weekly exposure reminder alert several times a day?,
Don Thompson,Rated 5 stars out of five stars,5-Feb-21,0,Great idea. Great app.,
Steve B,Rated 5 stars out of five stars,21-Oct-20,1,This is essential information for survival in NJ. Two thumbs way up!!!,
Nancy Bonilla,Rated 5 stars out of five stars,8-Oct-20,5,Awesome app and you can see who has covid19,
Kyle Stuart,Rated 5 stars out of five stars,6-Oct-20,6,"Freak out the neighborhood. Want others people to leave you alone as you stroll unimpeded through Wawa, Walmart, or Walgreens, report your ""Respiratory Issues"" and go a-shoppin'.","State of New Jersey  ApplicationsOctober 7, 2020Hello, Alerts are only generated through a contact tracing call from your Local Health Department resulting from a positive COVID test. Users do not have the ability to generate alerts in the absence of a validation code from the Department of Health."
Lena Sanna,Rated 5 stars out of five stars,30-Jan-21,1,Keeps me posted on what is going on,
Michelle Sivel,Rated 5 stars out of five stars,20-Oct-20,0,it's been fine no issues,
fredrik robinson,Rated 5 stars out of five stars,3-Mar-21,0,Keeps me well informed,
Dan Man,Rated 5 stars out of five stars,23-Oct-20,0,I wish if the coronavirus goes away.,
Kevin Dermanoski,Rated 5 stars out of five stars,19-Nov-20,0,First day of use and I am highly satisfied.,
Ray Ocasio,Rated 5 stars out of five stars,16-Oct-20,1,Very interesting and information,
Dwayne Harper,Rated 5 stars out of five stars,22-Dec-20,0,It a very good app very good,
Frank Vanhoof,Rated 5 stars out of five stars,8-Feb-21,1,If you live in great state of New Jersey in the United States you should be using this app.,
T. McAllister,Rated 5 stars out of five stars,11-Oct-20,1,Easy and important,
Benito Santoro,Rated 5 stars out of five stars,12-Oct-20,1,This app is the best,
Pixel Bite,Rated 5 stars out of five stars,6-Oct-20,1,Too bad were near NJ and their Covid infected Govs playground.,
Mimi M,Rated 5 stars out of five stars,24-Nov-20,1,Very helpful app,
Ryan Randell,Rated 5 stars out of five stars,7-Oct-20,5,Error Code 1002.,"State of New Jersey  ApplicationsOctober 7, 2020Hi Ryan, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Kenny Douglas,Rated 5 stars out of five stars,12-Oct-20,1,The most beautiful thing I love it.,
Creative Freelancer 2k S. S. H,Rated 5 stars out of five stars,12-Nov-20,0,Keeping us as updated as possible. People Please...Mask Up!!!!,
Chernet Mengistu,Rated 5 stars out of five stars,8-Nov-20,0,This is good app,
Manuel Jimenez,Rated 5 stars out of five stars,19-Dec-20,0,Not everyone believe in this.,
Mohamed Soleman,Rated 5 stars out of five stars,2-Oct-20,4,Yes ..... Good app in america,
J V,Rated 5 stars out of five stars,8-Mar-21,1,Good information about COVID-19.,
Chibuzor Onyinye,Rated 5 stars out of five stars,7-Oct-20,4,I like this application,
B J,Rated 5 stars out of five stars,7-Oct-20,6,"COVID-19 ""Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neither Liberty nor Safety.""",
John,Rated 5 stars out of five stars,24-Dec-20,1,A should have app.,
Mary Cooper,Rated 5 stars out of five stars,6-Nov-20,0,I am going to feel much safe now,
hari prasad,Rated 5 stars out of five stars,7-Oct-20,2,App covid affected person should install this app,
Nicholas Tinsley,Rated 5 stars out of five stars,4-Oct-20,5,Let's beat this virus!,
Justin D,Rated 5 stars out of five stars,1-Oct-20,5,Happy NJ finally got one!😀,
Rene Hernandez,Rated 5 stars out of five stars,30-Oct-20,0,Undermined the thruth,
Walter Beri,Rated 5 stars out of five stars,24-May-21,0,Awesome!🕋,
Paul McCarron,Rated 5 stars out of five stars,1-May-21,0,Great,
ALGLNON WASHINGTON aka BIG MONEY bitches !,Rated 5 stars out of five stars,25-Apr-21,0,Excellent service,
Timothy McBride,Rated 5 stars out of five stars,23-Feb-21,0,Good,
John Brogan,Rated 5 stars out of five stars,24-Mar-21,0,Good,
Sanjeev Kapoor,Rated 5 stars out of five stars,11-Oct-20,0,RIGHT TIME,
Dennis German,Rated 5 stars out of five stars,8-Jan-21,0,Ok,
ZaySoWavyy,Rated 5 stars out of five stars,2-Nov-20,0,Quickload,
joseph t cooley,Rated 5 stars out of five stars,21-Oct-20,0,Good,
Ronald Ruiz,Rated 5 stars out of five stars,29-Jan-21,0,No problems,
Mary Rodriguez,Rated 5 stars out of five stars,13-Jan-21,0,Exelent,
Hanna Taylor,Rated 5 stars out of five stars,12-Dec-20,0,Excellent,
Rabinur Zaman,Rated 5 stars out of five stars,15-Dec-20,0,Good,
Lisa Buchanan,Rated 5 stars out of five stars,15-Feb-21,0,Awesome,
Scott Long,Rated 5 stars out of five stars,8-Dec-20,0,Great.......,
Joshua Schmidt,Rated 5 stars out of five stars,3-Oct-20,4,Works,
Matthew DeRose,Rated 5 stars out of five stars,9-Oct-20,1,Great,
Lazaro Paneque,Rated 5 stars out of five stars,27-Mar-21,0,No se que quieres que aga no veo ninguna muchacha en mi casa boy a seguir borrando con tu oermiso o no o nesecitas tiempo te digo son tontos yo estoy ase rrato viendo que les estan avisando que yo estoybmolesto y no entienden a que lo bielbo a desactibar en un rrato aver donse esta,
Suck mi dick Putos,Rated 5 stars out of five stars,29-Dec-20,0,Estare informado del virus,
bob vitola,Rated 5 stars out of five stars,6-Oct-20,1,Xxx,
Patricia Holmes,Rated 5 stars out of five stars,29-Oct-20,1,Very Informative!,
Md Mahmud Hasan,Rated 5 stars out of five stars,4-Mar-21,1,Nice apk,
JOSE MARCIAL RODRIGUEZ,Rated 5 stars out of five stars,8-Dec-20,1,Nce,
TORNADO ALLEY,Rated 5 stars out of five stars,1-Oct-20,2,😊,
Clement Snead,Rated 5 stars out of five stars,11-Nov-20,2,I is good,
chuanhua jia,Rated 5 stars out of five stars,14-Dec-20,1,good,
Daxn Dox,Rated 5 stars out of five stars,20-Jan-21,2,Perfect,
Shannon Godwin,Rated 5 stars out of five stars,25-Dec-20,2,Great,
Anahita BillieEilish,Rated 5 stars out of five stars,18-Jun-21,0,Good,
