name,ratings,date,helpful,comment,developer_comment
Eric Throndson,Rated 5 stars out of five stars,14-Nov-20,24,"I researched how this app works and I'm very comfortable with the way it protects privacy. I am curious though, if I'm around someone from another state that has their state's app and they get covid, will I get notified?","CT Department of Public HealthNovember 26, 2020Eric - Yes, this is completely anonymous. It is all being coordinated though the APHL servers so If their App has you listed as being with in the proximity threshold (as defined by that state DPH), you will be notified when the positive test is reported in that state. **SMcC DPH App Admin **"
Jill Stanley,Rated 5 stars out of five stars,1-Dec-20,2,I just downloaded the app I hope I like it and it helps to keep us safe or lets us know how to better besides disinfectant spray,"CT Department of Public HealthDecember 1, 2020Jill - Thank you for helping and doing your part ! ** SMcC DPH Admin **"
Miles DeSantis,Rated 5 stars out of five stars,12-Nov-20,15,This is by all senses of the word a life saver. Thanks guys,"CT Department of Public HealthNovember 25, 2020Miles - Thank You **SMcC DPH App Admin **"
Brian Koehler,Rated 5 stars out of five stars,9-Feb-21,0,Will this app work when it needs to,
Catalino RIVERA,Rated 5 stars out of five stars,7-Mar-21,0,THAT HOW I CUT TO NOW ABOUT THIS VIRUS,
Faith Lockhart,Rated 5 stars out of five stars,18-Nov-20,6,"So far so good, I just hope enough people are downloading this app!",
Bobby Moniz,Rated 5 stars out of five stars,1-Dec-20,3,"I live in Taunton, MA & don't travel much. Is it OK to use this until Massachusetts releases one if at all? If it's useless unless I am in or near CT please let me know and I'll uninstall it.","CT Department of Public HealthDecember 1, 2020Bobby - This App will still work to tell you who you are close to, and be notified if someone else you are around from CT tests positive, but if YOU test positive the key can only be triggered by the CT Department of Public Health. As as a Mass resident we would not know your notification key. Thank you for your support. ** SMcC DPH Admin **"
Ryan Spaulding,Rated 5 stars out of five stars,9-Dec-20,1,Keep the people alert!,
VERONICA DeVoe,Rated 5 stars out of five stars,23-Nov-20,3,This is a must have for all apps,
Sandra Campoli,Rated 5 stars out of five stars,18-Nov-20,6,Very helpful app,
Gilberto Rivera,Rated 5 stars out of five stars,15-Nov-20,7,Its help know whats going on ct...,
Mark Reilly,Rated 5 stars out of five stars,3-Dec-20,2,The best thing that ever came out,
Hassania Alvarez,Rated 5 stars out of five stars,23-Dec-20,1,Idk what to do with the app,"CT Department of Public HealthJanuary 22, 2021Hi, if you want to contact us at DPH.CovidAlertCT@ct.gov we’d be happy to assist you with downloading the app."
"bruce geyer,jr.",Rated 5 stars out of five stars,31-Jan-21,0,Everyones,
Milagros Luna,Rated 5 stars out of five stars,13-Jan-21,0,Great,
Rosalind Roz a Odum,Rated 5 stars out of five stars,13-Dec-20,1,I love it,
Daniel Harnish,Rated 5 stars out of five stars,6-Dec-20,1,Goodapp,
Frank Stein,Rated 5 stars out of five stars,17-Dec-20,1,Good.,
Jennifer Roy,Rated 5 stars out of five stars,15-Nov-20,8,Finally,
Bear Perry,Rated 5 stars out of five stars,30-Nov-20,4,Great,"CT Department of Public HealthNovember 30, 2020Bear - Thank you for your support ** SMcC DPH Admin **"
Lori Giedraitis,Rated 5 stars out of five stars,21-Nov-20,4,Great,
Keisha Marcilous,Rated 5 stars out of five stars,12-Nov-20,5,Cool,
John Rivera,Rated 5 stars out of five stars,19-Nov-20,4,Good,
Gabby Gagner,Rated 5 stars out of five stars,6-May-21,2,Great,
Shannon Godwin,Rated 5 stars out of five stars,2-Dec-20,5,Great,
